IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
104.21.94.24,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.21.94.25,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.16.234.99,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.21.94.26,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.21.95.136,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.22.0.65,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.22.1.206,443,true,SJC,North America,San Jose,209 ms,0 kB/s
104.22.1.207,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.16.234.100,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.22.2.84,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.22.3.88,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.22.3.90,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.22.4.98,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.22.4.100,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.22.4.155,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.22.5.108,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.16.233.246,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.22.6.245,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.22.6.246,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.16.232.116,443,true,SJC,North America,San Jose,192 ms,0 kB/s
104.22.8.5,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.22.8.191,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.16.232.112,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.16.230.3,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.22.9.14,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.22.10.23,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.16.228.13,443,true,SJC,North America,San Jose,173 ms,0 kB/s
104.22.10.136,443,true,SJC,North America,San Jose,194 ms,0 kB/s
104.22.12.217,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.16.227.164,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.22.13.46,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.22.13.164,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.22.13.163,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.16.227.160,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.22.14.169,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.16.226.33,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.22.14.168,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.22.16.96,443,true,SJC,North America,San Jose,200 ms,0 kB/s
104.22.17.64,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.22.17.119,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.22.17.197,443,true,SJC,North America,San Jose,204 ms,0 kB/s
104.22.18.93,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.22.19.85,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.22.19.201,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.22.20.110,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.22.20.236,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.22.21.155,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.16.224.175,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.22.22.120,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.16.223.227,443,true,SJC,North America,San Jose,201 ms,0 kB/s
104.22.22.127,443,true,SJC,North America,San Jose,205 ms,0 kB/s
104.22.22.243,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.22.22.253,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.22.23.16,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.22.23.235,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.22.24.130,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.22.24.131,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.22.24.134,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.22.24.133,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.16.223.87,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.22.25.185,443,true,SJC,North America,San Jose,195 ms,0 kB/s
104.22.27.9,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.22.28.35,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.22.28.163,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.22.28.167,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.22.29.217,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.16.222.216,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.16.222.213,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.16.221.69,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.22.31.41,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.22.31.43,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.16.220.73,443,true,SJC,North America,San Jose,175 ms,0 kB/s
104.22.31.171,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.16.218.251,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.16.218.126,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.16.217.96,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.16.216.229,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.16.216.111,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.16.214.144,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.16.213.190,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.16.212.133,443,true,SJC,North America,San Jose,179 ms,0 kB/s
104.16.212.134,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.16.212.4,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.16.211.48,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.16.211.50,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.16.210.176,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.16.210.56,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.16.210.52,443,true,SJC,North America,San Jose,173 ms,0 kB/s
104.16.209.219,443,true,SJC,North America,San Jose,201 ms,0 kB/s
104.16.209.76,443,true,SJC,North America,San Jose,157 ms,0 kB/s
104.16.208.238,443,true,SJC,North America,San Jose,170 ms,0 kB/s
104.16.208.42,443,true,SJC,North America,San Jose,232 ms,0 kB/s
104.16.208.43,443,true,SJC,North America,San Jose,230 ms,0 kB/s
104.16.207.214,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.16.207.213,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.16.207.90,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.16.206.87,443,true,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
104.16.206.85,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.16.204.195,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.16.204.155,443,true,HKG,Asia Pacific,Hong Kong,51 ms,0 kB/s
104.16.204.132,443,true,HKG,Asia Pacific,Hong Kong,51 ms,0 kB/s
104.16.204.85,443,true,HKG,Asia Pacific,Hong Kong,46 ms,0 kB/s
104.22.59.96,443,true,SEA,North America,Seattle,186 ms,0 kB/s
104.22.59.103,443,true,SEA,North America,Seattle,169 ms,0 kB/s
104.22.59.102,443,true,SEA,North America,Seattle,173 ms,0 kB/s
104.16.203.247,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.16.202.243,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.16.202.242,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.16.202.238,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.16.201.233,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.16.201.229,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.16.200.228,443,true,HKG,Asia Pacific,Hong Kong,47 ms,0 kB/s
104.16.200.226,443,true,HKG,Asia Pacific,Hong Kong,47 ms,0 kB/s
104.16.200.156,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.16.200.100,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.16.199.29,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.16.198.140,443,true,HKG,Asia Pacific,Hong Kong,43 ms,0 kB/s
104.16.198.15,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.16.196.60,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.16.195.178,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.16.195.54,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.16.194.174,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.26.2.3,443,true,SEA,North America,Seattle,167 ms,0 kB/s
104.26.2.192,443,true,SEA,North America,Seattle,176 ms,0 kB/s
104.16.194.48,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.16.193.162,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.16.193.41,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.16.191.99,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.16.190.234,443,true,SJC,North America,San Jose,196 ms,0 kB/s
104.16.189.243,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.16.189.238,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.16.187.252,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.16.187.255,443,true,SJC,North America,San Jose,171 ms,0 kB/s
104.16.187.192,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.16.186.198,443,true,SJC,North America,San Jose,197 ms,0 kB/s
104.16.185.209,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.16.185.206,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.16.184.217,443,true,SJC,North America,San Jose,179 ms,0 kB/s
104.16.184.94,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.16.184.92,443,true,SJC,North America,San Jose,175 ms,0 kB/s
104.16.184.88,443,true,SJC,North America,San Jose,174 ms,0 kB/s
104.16.183.32,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.16.181.172,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.16.180.177,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.16.180.58,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.26.12.220,443,true,SEA,North America,Seattle,195 ms,0 kB/s
104.16.179.190,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.16.179.184,443,true,SJC,North America,San Jose,179 ms,0 kB/s
104.16.179.61,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.16.179.62,443,true,SJC,North America,San Jose,174 ms,0 kB/s
141.101.115.197,443,true,SJC,North America,San Jose,183 ms,0 kB/s
162.159.60.10,443,true,SJC,North America,San Jose,181 ms,0 kB/s
162.159.60.69,443,true,SJC,North America,San Jose,205 ms,0 kB/s
162.159.81.94,443,true,FRA,Europe,Frankfurt,239 ms,0 kB/s
162.159.81.216,443,true,FRA,Europe,Frankfurt,236 ms,0 kB/s
162.159.81.220,443,true,FRA,Europe,Frankfurt,256 ms,0 kB/s
104.16.179.3,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.16.178.5,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.16.177.139,443,true,SJC,North America,San Jose,178 ms,0 kB/s
162.159.128.189,443,true,FRA,Europe,Frankfurt,245 ms,0 kB/s
162.159.133.150,443,true,FRA,Europe,Frankfurt,249 ms,0 kB/s
162.159.134.48,443,true,FRA,Europe,Frankfurt,248 ms,0 kB/s
162.159.134.142,443,true,FRA,Europe,Frankfurt,236 ms,0 kB/s
104.16.177.15,443,true,SJC,North America,San Jose,183 ms,0 kB/s
162.159.134.177,443,true,FRA,Europe,Frankfurt,248 ms,0 kB/s
104.16.175.231,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.16.174.226,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.16.174.159,443,true,SJC,North America,San Jose,178 ms,0 kB/s
162.159.136.98,443,true,FRA,Europe,Frankfurt,241 ms,0 kB/s
162.159.136.251,443,true,FRA,Europe,Frankfurt,239 ms,0 kB/s
162.159.137.121,443,true,FRA,Europe,Frankfurt,238 ms,0 kB/s
162.159.137.116,443,true,FRA,Europe,Frankfurt,240 ms,0 kB/s
162.159.138.188,443,true,FRA,Europe,Frankfurt,250 ms,0 kB/s
162.159.138.160,443,true,FRA,Europe,Frankfurt,266 ms,0 kB/s
104.16.174.100,443,true,SJC,North America,San Jose,174 ms,0 kB/s
162.159.138.233,443,true,FRA,Europe,Frankfurt,242 ms,0 kB/s
104.16.173.126,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.16.172.242,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.16.172.236,443,true,SJC,North America,San Jose,189 ms,0 kB/s
162.159.140.66,443,true,FRA,Europe,Frankfurt,233 ms,0 kB/s
162.159.140.67,443,true,FRA,Europe,Frankfurt,241 ms,0 kB/s
162.159.142.77,443,true,FRA,Europe,Frankfurt,234 ms,0 kB/s
104.16.172.117,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.16.170.254,443,true,SJC,North America,San Jose,187 ms,0 kB/s
162.159.143.69,443,true,FRA,Europe,Frankfurt,237 ms,0 kB/s
104.16.170.194,443,true,SJC,North America,San Jose,183 ms,0 kB/s
162.159.143.73,443,true,FRA,Europe,Frankfurt,241 ms,0 kB/s
162.159.143.71,443,true,FRA,Europe,Frankfurt,250 ms,0 kB/s
162.159.143.255,443,true,FRA,Europe,Frankfurt,247 ms,0 kB/s
162.159.152.241,443,true,FRA,Europe,Frankfurt,243 ms,0 kB/s
162.159.152.243,443,true,FRA,Europe,Frankfurt,243 ms,0 kB/s
162.159.160.172,443,true,FRA,Europe,Frankfurt,242 ms,0 kB/s
104.16.170.69,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.16.170.70,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.16.169.216,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.16.168.205,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.16.168.85,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.16.167.167,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.16.167.165,443,true,SJC,North America,San Jose,179 ms,0 kB/s
104.16.167.38,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.16.166.220,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.16.164.169,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.16.162.174,443,true,SJC,North America,San Jose,205 ms,0 kB/s
172.64.144.153,443,true,HKG,Asia Pacific,Hong Kong,119 ms,0 kB/s
104.16.162.69,443,true,SJC,North America,San Jose,200 ms,0 kB/s
104.16.162.62,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.16.162.1,443,true,SJC,North America,San Jose,179 ms,0 kB/s
104.16.161.144,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.16.161.28,443,true,SJC,North America,San Jose,189 ms,0 kB/s
172.64.146.247,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.16.158.246,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.16.157.157,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.16.156.232,443,true,HKG,Asia Pacific,Hong Kong,47 ms,0 kB/s
104.16.154.95,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
172.64.147.231,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.16.153.192,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.16.153.67,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.16.152.247,443,true,HKG,Asia Pacific,Hong Kong,51 ms,0 kB/s
104.16.152.201,443,true,HKG,Asia Pacific,Hong Kong,51 ms,0 kB/s
104.16.152.176,443,true,HKG,Asia Pacific,Hong Kong,50 ms,0 kB/s
104.16.152.73,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.16.152.55,443,true,HKG,Asia Pacific,Hong Kong,47 ms,0 kB/s
104.16.150.177,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.16.150.176,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.16.150.56,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.16.147.139,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.16.147.16,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.16.146.171,443,true,HKG,Asia Pacific,Hong Kong,53 ms,0 kB/s
104.16.146.146,443,true,HKG,Asia Pacific,Hong Kong,44 ms,0 kB/s
104.16.146.27,443,true,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
104.16.146.25,443,true,HKG,Asia Pacific,Hong Kong,51 ms,0 kB/s
104.16.146.29,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.16.145.188,443,true,HKG,Asia Pacific,Hong Kong,46 ms,0 kB/s
104.16.145.60,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.16.145.2,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.16.144.131,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.16.143.247,443,true,FRA,Europe,Frankfurt,238 ms,0 kB/s
104.16.144.8,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.16.143.123,443,true,FRA,Europe,Frankfurt,242 ms,0 kB/s
172.64.156.116,443,true,HKG,Asia Pacific,Hong Kong,124 ms,0 kB/s
172.64.156.244,443,true,HKG,Asia Pacific,Hong Kong,95 ms,0 kB/s
104.16.142.116,443,true,FRA,Europe,Frankfurt,233 ms,0 kB/s
172.64.156.241,443,true,HKG,Asia Pacific,Hong Kong,99 ms,0 kB/s
172.64.157.140,443,true,HKG,Asia Pacific,Hong Kong,104 ms,0 kB/s
172.64.157.175,443,true,HKG,Asia Pacific,Hong Kong,109 ms,0 kB/s
172.64.158.102,443,true,HKG,Asia Pacific,Hong Kong,122 ms,0 kB/s
172.64.159.98,443,true,HKG,Asia Pacific,Hong Kong,106 ms,0 kB/s
104.16.141.111,443,true,FRA,Europe,Frankfurt,245 ms,0 kB/s
104.16.140.226,443,true,FRA,Europe,Frankfurt,244 ms,0 kB/s
104.16.140.102,443,true,FRA,Europe,Frankfurt,248 ms,0 kB/s
104.16.140.97,443,true,FRA,Europe,Frankfurt,239 ms,0 kB/s
172.64.233.224,443,true,FRA,Europe,Frankfurt,244 ms,0 kB/s
104.16.140.81,443,true,FRA,Europe,Frankfurt,248 ms,0 kB/s
104.16.138.84,443,true,FRA,Europe,Frankfurt,233 ms,0 kB/s
172.65.42.20,443,true,SEA,North America,Seattle,175 ms,0 kB/s
104.16.136.194,443,true,FRA,Europe,Frankfurt,242 ms,0 kB/s
172.65.90.25,443,true,SEA,North America,Seattle,34 ms,0 kB/s
172.65.177.1,443,true,FRA,Europe,Frankfurt,239 ms,0 kB/s
172.65.182.62,443,true,FRA,Europe,Frankfurt,240 ms,0 kB/s
172.65.212.152,443,true,FRA,Europe,Frankfurt,243 ms,0 kB/s
172.65.212.149,443,true,FRA,Europe,Frankfurt,246 ms,0 kB/s
172.65.213.23,443,true,FRA,Europe,Frankfurt,239 ms,0 kB/s
172.65.215.130,443,true,FRA,Europe,Frankfurt,244 ms,0 kB/s
104.16.135.186,443,true,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
104.16.135.53,443,true,FRA,Europe,Frankfurt,247 ms,0 kB/s
172.65.240.168,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.16.135.56,443,true,FRA,Europe,Frankfurt,241 ms,0 kB/s
172.65.243.204,443,true,SJC,North America,San Jose,182 ms,0 kB/s
172.65.246.244,443,true,SJC,North America,San Jose,187 ms,0 kB/s
172.66.41.22,443,true,SEA,North America,Seattle,182 ms,0 kB/s
172.66.41.201,443,true,SEA,North America,Seattle,165 ms,0 kB/s
172.67.0.83,443,true,FRA,Europe,Frankfurt,234 ms,0 kB/s
172.67.2.222,443,true,FRA,Europe,Frankfurt,241 ms,0 kB/s
